N,P,K,temperature,humidity,ph,rainfall,label
117.08,41.21,58.69,22.46,81.01,6.23,188.52,Rice
141.38,59.36,77.8,26.01,80.6,6.04,124.67,Sugarcane
33.41,76.95,20.19,19.03,58.14,6.74,61.71,Lentil
114.21,43.5,33.4,16.71,78.53,6.03,196.25,Coffee
105.5,61.13,64.77,16.68,75.3,5.93,113.89,Potato
114.74,51.42,74.91,23.79,76.06,6.69,181.8,Sugarcane
50.74,71.74,84.91,24.32,62.55,6.43,81.78,Soybean
112.11,44.94,57.99,31.29,78.87,6.52,67.08,Watermelon
53.28,47.95,46.74,30.69,85.83,6.08,107.26,Papaya
86.59,90.67,50.29,26.4,81.39,6.39,107.22,Banana
109.14,48.46,51.15,29.0,59.78,6.2,89.36,Cotton
77.98,52.1,53.19,29.02,87.27,6.64,176.92,Papaya
87.87,34.75,36.0,20.79,72.02,6.7,186.25,Coffee
27.13,16.59,16.25,19.24,67.56,6.15,171.9,Orange
61.82,41.2,40.93,21.92,69.97,6.74,98.56,Maize
83.66,37.51,30.57,23.66,74.52,6.0,65.93,Maize
88.62,47.99,50.16,30.48,76.78,6.91,60.37,Watermelon
77.01,40.84,40.36,26.89,70.69,6.38,100.78,Tomato
57.79,58.72,53.56,27.32,67.24,6.19,92.18,Mango
99.2,46.54,46.34,23.24,65.96,6.95,165.17,Coffee
36.17,143.41,217.1,10.48,76.04,6.29,168.44,Apple
53.75,50.57,40.69,29.11,52.04,6.37,93.41,Mango
68.82,38.15,45.31,20.28,72.31,5.65,66.3,Maize
30.45,125.14,212.66,21.77,69.68,6.97,93.71,Grapes
82.14,51.95,57.62,15.5,55.14,6.47,61.35,Onion
108.82,65.32,51.83,17.57,64.63,5.68,136.72,Potato
29.29,130.07,220.2,15.3,62.64,6.83,87.58,Grapes
103.26,58.17,56.17,31.16,60.23,6.97,58.94,Watermelon
41.68,79.86,82.54,18.51,57.57,6.45,66.01,Chickpea
81.61,58.22,52.6,15.11,67.21,6.28,119.63,Potato
93.98,58.43,58.66,21.69,87.98,6.15,287.63,Rice
119.13,49.31,37.9,21.56,66.92,6.67,230.54,Coffee
118.13,55.84,56.77,26.89,56.85,6.41,78.89,Cotton
66.13,38.58,34.53,21.56,68.08,6.16,98.8,Maize
37.53,128.17,218.23,21.06,73.84,6.07,93.45,Grapes
57.82,68.98,79.19,20.77,73.42,7.23,74.68,Soybean
82.2,36.56,39.08,21.44,72.52,4.79,292.72,Tea
101.88,59.5,68.45,15.36,65.61,5.85,134.77,Potato
131.07,47.43,40.79,24.27,68.32,6.18,115.44,Cotton
20.17,18.15,17.18,29.06,71.48,5.76,238.97,Coconut
105.92,30.37,43.08,20.57,66.2,6.09,159.09,Coffee
71.58,56.34,56.5,20.13,68.09,6.48,95.8,Tomato
83.82,42.64,54.4,29.55,86.03,6.4,183.63,Jute
25.45,11.33,23.83,30.57,73.27,5.66,164.55,Coconut
53.74,58.42,57.4,30.19,77.74,6.4,105.48,Papaya
23.55,12.52,16.95,26.54,64.9,6.07,184.88,Orange
95.52,46.59,32.67,23.42,75.03,6.94,217.66,Coffee
81.93,41.49,46.28,30.52,87.76,6.24,207.44,Jute
20.55,18.21,10.38,20.51,70.85,6.22,174.63,Orange
96.28,30.22,33.4,20.87,72.24,6.79,175.39,Coffee
86.66,59.72,56.42,21.97,80.7,5.58,168.06,Rice
45.29,49.97,48.38,31.32,59.06,6.66,120.58,Mango
100.18,46.24,48.55,24.52,87.45,5.85,210.8,Rice
24.65,17.48,14.43,26.54,88.94,6.93,249.05,Coconut
93.05,98.83,43.65,27.18,85.2,6.79,141.67,Banana
105.0,53.84,60.58,26.18,72.81,7.42,193.31,Sugarcane
89.35,43.62,55.98,18.34,64.62,6.42,78.92,Onion
73.48,43.79,42.5,18.65,68.65,5.86,95.7,Maize
31.81,135.17,211.9,20.65,73.78,6.81,81.81,Grapes
29.66,13.94,12.61,29.7,84.59,6.36,170.68,Coconut
83.44,61.18,60.06,15.72,68.84,5.83,116.53,Potato
67.31,47.66,52.61,27.44,60.94,6.12,130.97,Mango
84.76,51.46,44.77,25.15,72.16,6.33,66.41,Tomato
83.2,44.2,49.55,17.9,61.09,6.92,70.98,Wheat
24.93,78.07,22.09,24.83,57.2,6.69,77.55,Lentil
87.53,44.79,45.86,12.62,55.16,6.14,65.76,Wheat
62.99,49.96,46.2,30.5,71.68,6.85,73.76,Mango
96.19,41.16,40.27,24.82,78.21,6.93,213.74,Jute
22.73,17.36,10.52,15.74,67.73,6.53,131.56,Orange
55.75,70.83,76.48,21.36,77.75,6.71,112.69,Soybean
56.49,57.76,42.09,30.58,55.25,6.29,95.33,Mango
129.62,40.93,72.15,21.71,71.3,7.42,196.56,Sugarcane
81.82,41.35,47.34,19.96,66.38,6.83,74.24,Wheat
112.67,69.19,65.85,18.02,69.87,5.54,148.9,Potato
106.11,42.43,43.51,21.73,89.74,6.1,239.85,Rice
83.41,46.34,46.27,18.04,65.02,6.56,67.77,Maize
117.28,48.79,52.26,29.49,57.22,6.18,71.85,Cotton
149.03,59.31,63.22,21.81,81.31,6.96,173.94,Sugarcane
51.05,71.9,97.44,22.04,46.91,7.2,61.61,Chickpea
72.45,58.29,48.68,27.59,73.03,6.72,100.91,Papaya
50.09,77.31,74.83,20.79,67.13,7.12,93.04,Soybean
27.87,128.84,202.45,20.91,79.78,5.75,52.33,Grapes
51.73,69.11,80.36,20.07,68.45,7.08,86.56,Soybean
21.95,139.13,213.82,15.07,68.07,5.85,90.94,Grapes
38.56,68.58,37.4,19.49,59.58,6.96,53.17,Lentil
96.46,38.55,33.24,10.19,81.2,5.29,257.9,Tea
36.53,127.14,220.19,21.97,71.74,6.75,53.61,Grapes
55.73,77.8,91.05,24.77,59.92,6.17,73.98,Chickpea
88.14,50.06,45.6,12.89,58.94,6.69,93.23,Wheat
105.04,67.72,62.32,16.16,60.49,6.37,81.49,Potato
48.14,57.1,46.93,31.78,74.49,6.04,73.28,Mango
22.7,134.37,237.54,16.86,79.56,6.99,77.78,Grapes
88.92,43.45,46.17,25.92,83.45,6.83,217.31,Jute
119.33,56.17,43.2,26.22,66.6,6.65,70.28,Watermelon
102.79,54.43,65.13,16.55,78.44,6.16,110.54,Potato
100.13,95.69,53.17,26.14,76.41,6.46,102.65,Banana
90.2,42.68,48.77,29.32,84.25,6.88,187.12,Jute
141.87,44.8,63.9,25.05,85.37,6.09,157.68,Sugarcane
123.73,56.32,68.64,27.96,81.91,7.33,141.09,Sugarcane
80.87,59.67,60.02,16.61,62.64,5.88,127.06,Potato
63.21,54.39,57.09,17.57,50.42,6.22,52.83,Onion
62.62,49.62,47.53,28.63,61.57,6.69,143.62,Papaya
82.68,57.55,47.79,23.79,89.68,5.6,247.25,Rice
69.39,36.47,40.54,18.51,57.21,5.83,83.22,Maize
60.25,44.78,55.16,30.08,57.81,6.32,86.78,Mango
25.19,68.74,31.87,15.73,52.45,6.98,47.6,Lentil
49.79,74.83,79.85,24.83,76.76,6.54,111.59,Soybean
66.37,48.09,45.83,25.88,63.31,5.73,113.94,Mango
111.78,40.69,51.66,31.96,77.11,6.52,42.55,Watermelon
46.75,78.86,86.46,21.63,54.06,6.55,78.87,Chickpea
64.79,46.6,42.14,34.53,61.81,6.3,129.81,Papaya
107.85,46.42,54.5,31.71,87.06,6.29,188.51,Jute
22.78,19.33,24.47,29.04,82.95,5.54,211.81,Coconut
114.03,45.14,48.14,23.49,85.33,6.49,156.24,Rice
24.23,65.3,33.26,24.65,58.32,6.5,71.8,Lentil
70.75,48.98,44.75,18.45,78.11,6.11,96.5,Tomato
50.76,53.13,44.81,25.53,72.96,5.7,110.48,Mango
90.75,70.63,54.46,25.23,86.91,6.31,196.88,Banana
113.24,32.4,44.7,19.78,65.76,6.49,179.99,Coffee
49.54,67.78,97.75,24.26,46.72,6.92,77.08,Chickpea
23.71,75.84,28.32,15.93,49.69,6.09,45.16,Lentil
100.12,43.54,46.58,24.13,73.03,6.09,173.97,Jute
20.23,18.97,12.11,18.41,65.59,6.19,163.93,Orange
108.63,45.76,44.08,20.31,69.0,6.86,245.68,Coffee
69.85,41.16,53.9,31.87,55.98,5.78,79.71,Mango
104.85,52.13,69.03,29.38,72.45,6.32,102.95,Sugarcane
78.0,42.26,45.04,18.41,58.83,6.74,92.44,Wheat
104.39,68.3,53.13,18.76,71.37,5.77,113.21,Potato
112.24,43.86,30.1,18.85,63.95,6.91,167.46,Coffee
20.39,18.37,22.39,28.94,82.49,6.8,208.69,Coconut
46.55,59.0,55.73,24.72,60.44,7.26,145.58,Mango
115.98,47.62,72.27,26.24,79.63,6.6,198.62,Sugarcane
41.79,79.23,86.15,24.6,64.47,7.4,80.68,Soybean
114.94,59.86,59.9,22.03,71.78,6.08,61.81,Cotton
108.04,56.1,57.0,23.6,78.57,6.07,68.99,Cotton
35.96,136.26,200.23,11.44,68.16,5.67,167.61,Apple
24.83,13.83,18.39,17.18,70.11,6.09,107.12,Orange
115.08,43.62,55.95,27.66,66.57,6.16,46.7,Watermelon
92.82,43.29,55.66,20.86,86.35,5.69,160.58,Rice
48.89,76.99,82.32,22.92,68.42,7.06,118.4,Soybean
111.3,56.35,78.61,20.95,79.0,6.51,187.07,Sugarcane
37.37,78.53,28.39,15.51,40.79,6.57,55.72,Lentil
80.1,54.38,41.72,17.76,62.29,7.02,67.56,Wheat
33.24,136.01,204.88,6.69,61.45,6.62,171.19,Apple
126.97,56.15,77.92,23.18,72.2,6.34,142.71,Sugarcane
67.3,45.83,47.11,25.47,62.94,6.5,70.25,Maize
97.49,46.02,54.24,30.22,75.71,6.84,193.24,Jute
76.94,46.78,46.45,21.45,67.03,6.61,92.66,Onion
91.26,47.29,46.11,29.2,77.12,6.96,243.61,Jute
27.15,16.04,15.98,27.88,74.35,6.95,163.06,Coconut
21.44,143.18,238.31,15.78,70.65,5.96,69.64,Grapes
44.5,46.49,54.75,27.81,59.4,6.29,106.76,Mango
66.66,54.38,44.57,34.96,89.24,6.65,119.95,Papaya
29.06,15.16,13.07,31.45,85.15,6.6,220.92,Coconut
76.99,55.27,42.73,17.29,67.65,6.02,87.64,Onion
89.63,81.6,41.61,26.03,80.96,5.63,191.08,Banana
64.23,43.76,44.24,26.72,57.95,7.41,133.13,Mango
55.13,69.08,78.25,29.35,65.02,6.18,95.07,Soybean
25.38,140.95,212.41,11.83,60.23,5.61,139.25,Apple
58.12,65.54,89.67,21.41,64.04,6.28,113.64,Soybean
78.29,53.99,56.76,23.03,69.22,6.54,74.42,Onion
73.62,36.52,41.26,12.81,86.01,5.96,182.21,Tea
96.12,42.4,40.12,27.38,72.74,6.16,157.69,Jute
82.23,59.55,55.81,27.92,61.73,6.59,70.35,Watermelon
40.66,69.37,87.71,23.62,78.65,6.95,116.05,Soybean
111.34,49.12,79.07,28.5,72.9,6.04,193.35,Sugarcane
65.25,53.46,44.41,17.18,67.48,6.25,63.16,Onion
75.27,38.43,45.88,16.97,80.75,5.99,209.87,Tea
84.89,48.07,53.57,21.79,84.04,6.6,108.45,Tomato
65.1,37.92,47.81,24.75,73.16,6.64,89.86,Maize
94.01,41.16,59.38,26.19,89.28,6.99,176.08,Rice
113.14,46.46,44.75,21.84,85.04,6.62,225.48,Rice
27.64,14.47,25.8,29.33,72.26,5.73,193.7,Coconut
97.89,46.16,42.67,23.07,86.07,4.78,283.88,Tea
123.18,57.54,57.35,25.06,50.46,6.64,96.37,Cotton
66.7,58.93,48.3,28.27,78.2,6.93,183.69,Papaya
34.33,79.96,26.97,23.33,53.95,6.69,53.03,Lentil
94.17,36.56,34.18,11.27,79.33,5.22,276.14,Tea
46.07,44.28,40.12,26.41,68.72,7.09,86.2,Mango
113.84,75.48,59.13,27.64,81.78,5.59,148.62,Banana
27.56,139.95,236.52,22.55,64.54,6.83,69.38,Grapes
21.22,129.74,217.04,22.31,72.49,5.86,75.16,Grapes
23.24,134.73,229.54,18.0,72.53,6.5,112.63,Apple
23.81,136.36,232.57,16.52,76.06,6.82,193.77,Apple
37.84,125.62,229.94,16.38,79.06,5.58,159.69,Apple
36.47,77.14,28.3,15.89,48.76,6.23,51.65,Lentil
67.07,40.71,50.27,31.1,65.74,6.27,164.03,Papaya
84.08,41.87,39.66,19.2,56.61,6.59,84.82,Maize
113.25,47.3,42.0,29.39,60.16,6.48,47.71,Watermelon
121.96,40.8,67.25,28.26,84.03,6.69,105.51,Sugarcane
51.52,76.63,83.77,23.49,51.92,7.34,46.88,Chickpea
21.91,60.47,32.84,21.07,50.93,6.23,55.64,Lentil
146.23,57.55,65.16,26.6,86.34,6.83,152.97,Sugarcane
118.25,83.01,55.71,31.59,92.54,5.81,149.6,Banana
92.77,41.13,40.47,29.56,78.77,6.55,205.77,Jute
98.54,35.95,31.84,18.99,82.47,5.47,190.11,Tea
74.65,41.02,45.91,24.87,57.68,5.63,105.41,Maize
74.3,44.08,41.7,17.75,65.4,6.69,85.7,Wheat
77.1,41.04,45.19,12.54,66.01,6.35,77.0,Wheat
62.92,52.3,59.8,16.4,60.37,6.88,87.04,Onion
37.79,77.61,35.15,20.63,42.4,6.53,54.27,Lentil
116.4,91.52,51.64,30.58,92.29,6.19,147.51,Banana
39.79,125.79,226.2,19.43,78.98,5.87,76.6,Grapes
72.68,34.22,40.04,10.3,75.06,5.28,152.24,Tea
144.13,49.33,61.51,23.88,86.07,7.35,120.35,Sugarcane
26.17,138.59,222.62,11.54,70.8,5.8,143.07,Apple
70.39,49.8,43.84,17.38,61.77,6.34,92.36,Wheat
32.33,129.68,203.2,5.01,72.17,6.04,175.23,Apple
28.6,11.69,27.08,25.09,80.24,6.65,243.48,Coconut
94.31,40.73,35.56,10.92,73.25,5.84,252.9,Tea
90.66,50.04,47.26,27.35,77.16,6.59,207.56,Jute
21.03,144.17,211.09,18.1,67.78,5.68,108.04,Apple
83.32,55.63,53.6,23.72,82.74,6.02,93.42,Tomato
65.96,42.42,44.85,24.93,64.99,5.96,108.69,Maize
27.83,141.9,200.01,7.53,60.61,5.99,190.82,Apple
87.3,50.88,41.03,31.64,73.86,6.88,230.95,Jute
32.93,132.01,210.94,13.66,78.67,5.55,176.92,Apple
51.53,75.84,76.49,27.16,62.71,6.44,68.68,Soybean
112.24,82.82,42.27,28.04,84.15,6.33,110.56,Banana
45.36,66.31,82.51,22.59,40.8,6.9,74.79,Chickpea
48.03,75.3,88.3,24.13,68.47,7.05,116.57,Soybean
115.55,49.11,47.24,22.29,73.1,6.55,158.7,Coffee
29.32,64.77,33.8,20.66,41.55,6.16,55.52,Lentil
53.54,76.06,81.24,27.41,73.24,6.53,108.53,Soybean
35.85,62.61,35.25,15.68,40.25,6.9,63.25,Lentil
84.17,43.22,40.4,13.61,53.57,6.51,70.92,Wheat
149.0,59.71,73.73,22.44,85.97,6.16,178.07,Sugarcane
93.92,46.04,56.95,24.83,67.43,6.43,71.16,Tomato
82.9,48.59,57.23,16.51,55.58,6.09,60.54,Onion
112.07,59.33,57.23,15.54,77.52,6.28,91.77,Potato
25.21,13.91,19.6,20.03,75.57,7.28,143.56,Orange
62.41,55.0,53.87,34.91,68.34,6.5,132.95,Papaya
138.2,59.18,56.75,24.27,52.18,6.85,93.52,Cotton
116.85,54.75,44.78,21.99,60.64,6.43,77.78,Cotton
77.15,45.6,55.39,16.87,56.47,6.43,75.38,Onion
46.54,66.58,81.96,21.84,65.7,6.62,81.22,Soybean
62.56,49.17,54.5,30.74,80.02,6.78,186.22,Papaya
21.41,16.25,17.29,28.98,65.58,7.43,106.33,Orange
82.19,42.95,42.51,13.39,69.16,7.28,61.52,Wheat
33.93,136.93,204.91,19.45,62.46,5.88,181.36,Apple
80.67,42.57,48.47,29.63,74.05,6.67,168.25,Jute
21.81,10.66,24.82,29.02,86.84,5.71,229.53,Coconut
73.43,41.54,46.13,12.75,65.09,6.03,62.47,Wheat
32.35,79.63,26.76,22.03,44.45,6.26,60.48,Lentil
38.13,70.13,31.88,22.08,56.66,6.12,72.4,Lentil
101.93,75.24,45.92,29.65,94.31,5.58,189.04,Banana
102.2,43.71,70.83,26.46,70.91,7.42,184.22,Sugarcane
65.95,42.09,39.83,18.17,57.96,6.07,94.19,Maize
26.64,72.49,36.51,24.37,56.06,6.43,65.4,Lentil
127.49,41.92,58.45,26.12,60.91,7.13,75.44,Cotton
70.55,41.89,53.66,18.64,67.97,6.84,61.4,Tomato
72.06,49.6,52.55,23.74,69.68,6.77,70.89,Onion
89.15,62.69,54.44,16.61,76.96,6.23,86.68,Potato
71.09,49.72,46.28,16.42,54.28,6.11,84.15,Onion
33.66,69.94,32.36,23.69,51.41,6.03,77.24,Lentil
30.08,64.06,21.35,16.71,59.69,6.47,74.69,Lentil
39.74,131.12,205.1,13.18,77.16,6.52,129.61,Apple
124.78,48.42,68.21,22.31,72.73,6.3,105.53,Sugarcane
22.81,139.33,217.49,11.05,62.74,6.26,112.65,Apple
41.77,63.92,70.9,23.25,67.77,6.41,109.72,Soybean
47.1,57.79,40.18,25.61,73.98,6.73,90.93,Mango
37.59,140.58,207.63,15.41,72.05,5.78,127.32,Apple
75.89,53.8,47.81,21.74,71.73,6.37,66.04,Tomato
82.25,39.82,48.54,15.95,75.29,6.41,215.52,Coffee
96.42,43.85,54.9,25.02,62.08,6.71,48.35,Watermelon
63.55,57.84,59.11,30.3,57.89,6.88,105.01,Mango
44.43,70.24,90.98,21.77,51.3,7.42,76.09,Chickpea
20.66,15.49,15.91,24.79,65.11,6.55,184.37,Orange
62.27,41.94,49.79,24.93,74.24,6.67,103.74,Maize
54.64,46.02,44.98,28.72,67.64,6.49,140.74,Papaya
101.36,51.23,54.17,17.43,61.72,6.34,130.26,Potato
93.07,53.36,57.1,26.45,74.5,6.24,83.92,Tomato
104.17,65.27,60.47,16.13,73.33,5.58,110.93,Potato
59.28,67.68,70.78,20.31,67.76,6.24,61.4,Soybean
26.91,11.14,16.57,19.2,60.58,6.62,143.35,Orange
57.28,66.43,99.79,19.1,50.33,7.19,57.31,Chickpea
84.35,53.13,42.56,18.38,68.56,6.22,68.61,Onion
57.8,75.72,75.93,25.45,64.48,6.67,89.05,Soybean
122.51,43.99,66.15,20.42,82.67,6.37,130.42,Sugarcane
83.62,51.28,45.04,19.15,68.73,7.21,81.78,Wheat
37.49,70.58,38.78,22.99,59.96,6.35,70.69,Lentil
91.24,45.25,44.45,29.67,61.7,6.74,67.74,Watermelon
76.6,37.01,37.45,11.03,77.39,5.2,258.41,Tea
26.88,19.93,13.96,24.37,79.26,7.25,146.36,Orange
97.28,52.98,41.63,19.22,63.89,6.63,104.12,Tomato
108.07,49.43,71.07,25.7,74.2,7.11,102.52,Sugarcane
37.05,128.96,234.98,10.29,74.45,5.98,190.59,Apple
57.77,46.88,59.81,28.74,82.82,6.45,179.33,Papaya
28.35,62.33,32.26,24.38,53.24,6.08,54.19,Lentil
101.64,40.93,47.02,30.62,79.02,6.15,248.5,Jute
106.1,43.79,64.23,25.57,85.74,6.47,108.47,Sugarcane
47.44,60.52,84.44,23.46,44.02,6.12,58.98,Chickpea
92.51,43.09,34.64,15.13,75.29,6.62,226.23,Coffee
90.86,30.78,46.96,22.77,71.92,6.57,231.31,Coffee
42.05,77.04,92.03,24.73,53.4,6.26,58.95,Chickpea
33.15,128.85,212.1,6.98,67.66,5.81,164.4,Apple
25.79,71.54,21.32,16.91,48.15,6.94,55.09,Lentil
136.98,59.42,58.89,25.27,75.86,7.27,79.15,Cotton
76.99,50.58,45.37,15.75,60.23,6.95,83.0,Wheat
130.93,56.76,70.31,23.77,88.44,6.05,185.61,Sugarcane
105.36,58.88,56.08,22.63,62.2,6.53,107.46,Cotton
25.65,17.72,14.99,15.18,60.18,6.54,192.62,Orange
22.0,141.15,205.41,13.93,66.85,5.84,163.95,Apple
31.11,135.55,226.22,17.33,77.29,5.96,84.71,Grapes
55.68,66.65,81.83,27.16,77.78,7.25,96.5,Soybean
21.09,12.49,13.17,27.13,77.51,6.45,185.87,Orange
37.63,136.72,231.14,8.73,73.56,6.85,138.57,Apple
69.61,55.48,56.28,29.94,66.16,6.74,169.97,Papaya
121.45,50.82,73.93,27.02,73.43,6.75,141.2,Sugarcane
27.6,134.52,201.78,19.56,74.32,5.98,131.87,Apple
61.56,43.12,44.18,25.84,69.28,6.7,76.97,Maize
104.18,45.3,49.63,25.97,72.19,6.79,159.9,Jute
28.96,130.49,215.73,10.82,65.74,5.9,186.11,Apple
79.93,49.03,47.09,29.01,63.45,6.88,141.48,Papaya
66.26,57.46,54.64,33.07,79.76,6.69,184.92,Papaya
76.49,41.26,47.55,19.84,71.53,6.34,62.73,Maize
24.5,128.9,206.62,16.66,64.58,6.29,145.15,Apple
99.8,58.91,54.95,29.84,60.93,6.55,58.68,Watermelon
75.39,51.56,59.16,22.53,62.07,6.62,80.41,Tomato
103.72,53.27,57.82,19.85,65.16,6.16,102.76,Potato
68.82,59.59,49.29,33.17,75.23,6.5,193.04,Papaya
24.2,62.33,39.4,15.22,56.05,6.79,51.89,Lentil
25.82,18.67,19.53,25.13,70.98,6.01,104.0,Orange
84.71,54.98,49.33,17.14,58.42,6.95,89.28,Wheat
99.39,74.97,58.91,30.95,88.38,6.19,141.18,Banana
30.88,138.9,220.61,19.85,72.23,6.06,177.22,Apple
111.7,68.16,68.87,19.8,70.43,6.48,133.01,Potato
24.1,128.81,201.46,12.08,71.3,5.6,177.55,Apple
27.86,16.74,12.3,29.86,78.83,6.92,164.16,Coconut
65.94,58.73,40.79,26.22,73.57,6.93,131.62,Papaya
35.99,71.61,35.46,18.33,56.63,6.27,61.84,Lentil
111.82,44.23,74.72,23.2,80.12,6.24,195.97,Sugarcane
79.1,32.02,43.84,10.93,80.19,6.0,272.1,Tea
46.07,79.66,75.48,22.03,68.84,6.09,118.71,Soybean
45.45,65.48,82.27,18.8,46.95,7.14,64.32,Chickpea
85.21,31.63,30.42,20.66,72.59,6.99,189.8,Coffee
46.65,66.31,72.13,23.67,61.99,7.15,117.98,Soybean
81.66,59.87,42.63,15.49,63.89,6.83,92.32,Onion
72.95,39.98,38.23,23.43,75.0,6.24,70.42,Maize
96.59,64.65,63.72,19.17,65.0,6.11,120.96,Potato
119.42,46.86,48.37,29.36,77.32,7.07,113.08,Cotton
112.48,58.2,57.41,26.02,59.74,6.44,62.01,Cotton
49.86,68.09,80.62,25.95,60.2,6.7,117.81,Soybean
23.91,10.8,11.8,29.14,81.99,6.13,193.18,Coconut
115.69,53.68,64.31,24.2,73.76,6.01,197.01,Sugarcane
86.13,41.52,42.9,10.25,89.21,4.57,171.46,Tea
52.68,60.36,84.45,28.36,67.98,6.67,111.08,Soybean
94.19,93.41,51.28,26.83,88.9,6.35,179.62,Banana
134.65,52.02,54.16,21.19,79.1,7.25,72.74,Cotton
93.72,63.68,50.51,18.45,66.32,5.56,122.69,Potato
60.75,40.99,49.72,18.91,63.47,5.96,105.25,Maize
28.46,17.36,12.12,17.18,66.33,7.46,125.68,Orange
26.91,140.23,238.17,10.57,76.59,5.79,180.72,Apple
51.44,77.89,89.5,24.62,44.29,6.11,75.66,Chickpea
58.52,76.3,86.46,24.88,54.17,6.09,41.41,Chickpea
82.06,40.86,48.94,16.24,63.39,7.25,57.52,Wheat
136.82,53.69,49.36,21.84,73.72,6.11,64.12,Cotton
118.79,55.16,70.6,27.04,75.2,7.41,153.01,Sugarcane
80.38,35.68,32.39,15.93,61.55,6.59,168.93,Coffee
92.52,95.76,42.63,29.94,89.84,6.52,125.23,Banana
43.74,71.11,85.83,20.92,47.54,7.31,76.21,Chickpea
123.83,55.27,65.17,24.81,89.84,7.03,184.14,Sugarcane
84.5,54.07,50.81,24.77,64.84,6.01,58.75,Watermelon
62.79,52.31,41.63,25.88,65.15,6.52,121.4,Papaya
31.25,126.99,236.88,16.41,64.5,6.34,88.2,Grapes
94.63,38.71,31.45,21.79,77.54,4.65,245.07,Tea
82.46,42.24,34.32,26.71,69.3,6.94,81.36,Maize
82.89,41.09,36.57,20.81,82.88,5.0,263.23,Tea
71.92,54.29,50.55,26.11,67.82,6.57,90.05,Tomato
78.67,52.0,47.39,15.41,56.67,6.47,88.7,Wheat
118.47,50.23,54.68,22.88,83.55,6.11,211.38,Rice
83.55,44.0,42.62,21.76,61.2,6.79,86.94,Onion
83.14,61.21,56.64,15.77,76.98,6.02,145.33,Potato
56.12,62.64,84.28,24.35,65.89,6.08,89.23,Soybean
29.49,10.61,18.98,19.57,70.0,6.63,117.18,Orange
29.82,10.96,15.89,24.4,70.76,6.99,111.62,Orange
64.63,48.7,54.55,26.16,52.5,6.2,102.24,Mango
88.4,41.59,41.68,26.33,82.28,6.8,239.93,Jute
21.67,140.46,204.0,18.22,66.08,6.48,148.75,Apple
94.05,52.87,45.14,26.13,89.7,6.91,152.9,Jute
86.53,53.52,46.82,20.44,66.81,6.88,58.02,Onion
58.92,63.94,97.51,22.93,49.08,6.81,73.98,Chickpea
80.99,63.93,64.51,19.18,79.49,6.48,84.57,Potato
81.23,54.48,58.11,30.36,71.68,6.67,79.61,Watermelon
75.18,45.17,49.36,20.1,74.72,6.92,104.89,Tomato
82.49,42.65,46.22,21.93,57.48,6.35,107.62,Maize
119.04,57.47,46.59,24.11,88.47,6.16,152.69,Rice
104.75,47.28,48.15,26.44,73.64,6.09,221.41,Jute
81.99,46.54,40.22,25.44,80.02,6.1,94.61,Tomato
80.22,40.86,44.88,24.91,70.67,6.86,69.47,Watermelon
95.32,48.88,41.79,18.1,72.51,6.91,177.4,Coffee
65.48,40.42,45.06,23.92,66.62,6.29,102.17,Maize
73.06,43.69,41.61,13.49,55.7,6.26,94.84,Wheat
68.37,42.65,55.49,26.12,73.34,6.94,130.31,Mango
115.92,41.68,47.86,24.8,60.33,6.66,64.1,Watermelon
21.27,14.28,13.22,29.9,85.18,5.66,200.61,Coconut
86.05,57.86,57.73,20.42,62.93,6.55,52.56,Onion
55.66,51.23,53.86,30.32,73.03,6.39,184.17,Papaya
65.74,47.72,49.7,18.55,56.41,6.96,82.08,Onion
53.45,68.88,87.36,21.77,73.85,7.26,116.68,Soybean
104.9,65.63,61.57,15.73,76.22,6.14,107.17,Potato
120.95,55.52,66.77,25.64,74.1,7.11,105.23,Sugarcane
76.28,31.0,46.87,24.72,85.86,5.78,186.3,Tea
102.31,45.81,56.56,29.38,79.41,6.25,59.43,Watermelon
21.31,17.66,19.32,29.21,67.38,6.2,151.84,Orange
34.91,135.11,225.91,20.03,69.84,5.76,63.94,Grapes
27.72,10.76,26.55,27.99,81.92,5.63,183.74,Coconut
59.82,52.29,56.98,27.84,71.76,6.22,144.14,Mango
39.17,125.43,229.55,24.59,77.25,5.75,66.34,Grapes
101.86,41.83,55.13,24.08,81.87,5.78,177.64,Rice
31.22,135.67,232.94,24.82,68.22,6.65,54.99,Grapes
28.53,19.38,11.7,27.7,71.42,5.82,172.94,Coconut
92.33,50.56,43.26,26.93,77.82,6.98,245.47,Jute
52.82,79.07,86.79,24.26,72.89,6.27,93.63,Soybean
45.01,43.35,40.73,29.89,66.6,6.45,137.53,Mango
25.04,67.62,35.55,19.93,57.78,6.35,54.77,Lentil
22.19,62.44,31.89,18.45,40.7,6.54,55.51,Lentil
39.14,70.01,28.65,19.58,44.18,6.37,54.79,Lentil
64.2,59.7,55.08,27.15,64.77,6.82,76.28,Mango
24.88,130.96,222.42,18.98,73.49,5.58,56.2,Grapes
96.33,54.44,41.13,26.93,74.51,6.2,164.08,Jute
27.65,143.69,217.28,13.08,68.92,6.35,147.05,Apple
107.26,71.91,47.92,31.75,85.78,5.93,112.03,Banana
91.07,46.36,45.41,30.39,80.48,6.57,235.3,Jute
78.82,48.4,41.22,19.89,66.27,6.1,53.48,Onion
29.66,10.15,14.81,20.0,68.98,6.86,143.56,Orange
